,bank.type,bank.value,website.type,website.value,isin.type,isin.value,viafid.type,viafid.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,gid.type,gid.value,deathyear.datatype,deathyear.type,deathyear.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,owner.type,owner.value,parent.type,parent.value,permid.type,permid.value,lei.type,lei.value
793,uri,http://www.wikidata.org/entity/Q70086176,,,,,,,en,literal,Bank Of Maharashtra Wada branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
794,uri,http://www.wikidata.org/entity/Q70086190,,,,,,,en,literal,Bank Of Maharashtra Tarsali branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
795,uri,http://www.wikidata.org/entity/Q70085210,,,,,,,en,literal,Bank Of Maharashtra Jallandhar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
796,uri,http://www.wikidata.org/entity/Q70085222,,,,,,,en,literal,Bank Of Maharashtra Kakinada branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
797,uri,http://www.wikidata.org/entity/Q70085236,,,,,,,en,literal,Bank Of Maharashtra Ferozepur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
798,uri,http://www.wikidata.org/entity/Q70085287,,,,,,,en,literal,"Bank Of Maharashtra Kandivli, Mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
799,uri,http://www.wikidata.org/entity/Q70086166,,,,,,,en,literal,Bank Of Maharashtra Jodhpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
800,uri,http://www.wikidata.org/entity/Q70085066,uri,https://bankofmaharashtra.in/,,,,,en,literal,Bank Of Maharashtra Buldhana branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
801,uri,http://www.wikidata.org/entity/Q70085067,,,,,,,en,literal,Bank Of Maharashtra Deulgaon Raja branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
802,uri,http://www.wikidata.org/entity/Q70085083,,,,,,,en,literal,"Bank Of Maharashtra Rajarampuri, Kolhapur branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
803,uri,http://www.wikidata.org/entity/Q70085090,,,,,,,en,literal,Bank Of Maharashtra Guntur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
804,uri,http://www.wikidata.org/entity/Q70085092,,,,,,,en,literal,Bank Of Maharashtra Kagal branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
805,uri,http://www.wikidata.org/entity/Q70085184,,,,,,,en,literal,"Bank Of Maharashtra Mapuca, Goa branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
806,uri,http://www.wikidata.org/entity/Q70085231,,,,,,,en,literal,Bank Of Maharashtra Amritsar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
807,uri,http://www.wikidata.org/entity/Q70085240,,,,,,,en,literal,Bank Of Maharashtra Karnal branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
808,uri,http://www.wikidata.org/entity/Q70085280,,,,,,,en,literal,Bank Of Maharashtra Shivajinagar Ratnagiri branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
809,uri,http://www.wikidata.org/entity/Q70085315,,,,,,,en,literal,Bank Of Maharashtra Porbandar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
810,uri,http://www.wikidata.org/entity/Q70085076,,,,,,,en,literal,Bank Of Maharashtra Balaghat branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
811,uri,http://www.wikidata.org/entity/Q70085120,,,,,,,en,literal,Bank Of Maharashtra Seoni branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
812,uri,http://www.wikidata.org/entity/Q70085131,,,,,,,en,literal,Bank Of Maharashtra Chandwad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
813,uri,http://www.wikidata.org/entity/Q70085139,,,,,,,en,literal,Bank Of Maharashtra Nandgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
814,uri,http://www.wikidata.org/entity/Q70085266,,,,,,,en,literal,Bank Of Maharashtra Betul branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
815,uri,http://www.wikidata.org/entity/Q70085272,,,,,,,en,literal,Bank Of Maharashtra Chindwara branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
816,uri,http://www.wikidata.org/entity/Q70085318,,,,,,,en,literal,Bank Of Maharashtra Pondicherry branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
817,uri,http://www.wikidata.org/entity/Q70085325,,,,,,,en,literal,Bank Of Maharashtra Pawas branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
818,uri,http://www.wikidata.org/entity/Q70085355,,,,,,,en,literal,Bank Of Maharashtra Dharwad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
819,uri,http://www.wikidata.org/entity/Q70085383,,,,,,,en,literal,Bank Of Maharashtra Gadmudshingi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
820,uri,http://www.wikidata.org/entity/Q70085380,,,,,,,en,literal,Bank Of Maharashtra Charotinaka branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
821,uri,http://www.wikidata.org/entity/Q70085390,,,,,,,en,literal,Bank Of Maharashtra Ghatlodia branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
822,uri,http://www.wikidata.org/entity/Q70085415,,,,,,,en,literal,Bank Of Maharashtra Jainad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
823,uri,http://www.wikidata.org/entity/Q70085419,,,,,,,en,literal,Bank Of Maharashtra Takali Sikandar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
824,uri,http://www.wikidata.org/entity/Q70086149,,,,,,,en,literal,Bank Of Maharashtra Himmatnagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
825,uri,http://www.wikidata.org/entity/Q70085106,,,,,,,en,literal,"Bank Of Maharashtra Mall Road, Kanpur branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
826,uri,http://www.wikidata.org/entity/Q70085173,,,,,,,en,literal,Bank Of Maharashtra Lucknow Main branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
827,uri,http://www.wikidata.org/entity/Q70085216,,,,,,,en,literal,Bank Of Maharashtra Raipur Main branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
828,uri,http://www.wikidata.org/entity/Q70085228,,,,,,,en,literal,Bank Of Maharashtra Nadiad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
829,uri,http://www.wikidata.org/entity/Q70085263,,,,,,,en,literal,Bank Of Maharashtra Lavale branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
830,uri,http://www.wikidata.org/entity/Q70085352,,,,,,,en,literal,Bank Of Maharashtra Sonepat branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
831,uri,http://www.wikidata.org/entity/Q70085361,,,,,,,en,literal,"Bank Of Maharashtra Vileparle West, Mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
832,uri,http://www.wikidata.org/entity/Q70085376,,,,,,,en,literal,Bank Of Maharashtra Nimgaon Ketki branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
833,uri,http://www.wikidata.org/entity/Q70086171,,,,,,,en,literal,Bank Of Maharashtra Achara branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
834,uri,http://www.wikidata.org/entity/Q70086180,,,,,,,en,literal,Bank Of Maharashtra Banoti branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
835,uri,http://www.wikidata.org/entity/Q70085069,,,,,,,en,literal,Bank Of Maharashtra Saigaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
836,uri,http://www.wikidata.org/entity/Q70085109,,,,,,,en,literal,Bank Of Maharashtra Degloor branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
837,uri,http://www.wikidata.org/entity/Q70085114,,,,,,,en,literal,Bank Of Maharashtra Dharmabad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
838,uri,http://www.wikidata.org/entity/Q70085122,,,,,,,en,literal,"Bank Of Maharashtra Asaf Ali Road, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
839,uri,http://www.wikidata.org/entity/Q70085134,,,,,,,en,literal,Bank Of Maharashtra Gulbarga branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
840,uri,http://www.wikidata.org/entity/Q70085146,,,,,,,en,literal,Bank Of Maharashtra Ratlam branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
841,uri,http://www.wikidata.org/entity/Q70085154,,,,,,,en,literal,Bank Of Maharashtra Gandhinagar Bangalore branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
842,uri,http://www.wikidata.org/entity/Q70085164,,,,,,,en,literal,Bank Of Maharashtra Vikramgad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
843,uri,http://www.wikidata.org/entity/Q70085252,,,,,,,en,literal,Bank Of Maharashtra Ahmednagar Camp branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
844,uri,http://www.wikidata.org/entity/Q70085276,,,,,,,en,literal,"Bank Of Maharashtra T.Nagar, Chennai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
845,uri,http://www.wikidata.org/entity/Q70085294,,,,,,,en,literal,"Bank Of Maharashtra Telang Road, Matunga branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
846,uri,http://www.wikidata.org/entity/Q70085312,,,,,,,en,literal,Bank Of Maharashtra Anand branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
847,uri,http://www.wikidata.org/entity/Q70085323,,,,,,,en,literal,Bank Of Maharashtra Bilaspur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
848,uri,http://www.wikidata.org/entity/Q70085336,,,,,,,en,literal,Bank Of Maharashtra Sakhar Peth Solapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
849,uri,http://www.wikidata.org/entity/Q70085347,,,,,,,en,literal,Bank Of Maharashtra Uran Islampur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
850,uri,http://www.wikidata.org/entity/Q70085364,,,,,,,en,literal,Bank Of Maharashtra Varanasi Main branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
851,uri,http://www.wikidata.org/entity/Q70085389,,,,,,,en,literal,Bank Of Maharashtra Warasgaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
852,uri,http://www.wikidata.org/entity/Q70085400,,,,,,,en,literal,Bank Of Maharashtra Balinge branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
853,uri,http://www.wikidata.org/entity/Q70085420,,,,,,,en,literal,Bank Of Maharashtra Sindkhed Raja branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
854,uri,http://www.wikidata.org/entity/Q70086156,,,,,,,en,literal,"Bank Of Maharashtra Kalwa, Thane branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
855,uri,http://www.wikidata.org/entity/Q70086186,,,,,,,en,literal,Bank Of Maharashtra S P M Road Kolkata branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
856,uri,http://www.wikidata.org/entity/Q579747,uri,http://www.gtbank.com/,literal,NGGUARANTY06,literal,131668629,en,literal,Guaranty Trust Bank,en,literal,company,en,literal,Nigeria,,,,,,en,literal,"gt bank, GT Bank, GTBank, gtbank.com",,,uri,http://www.wikidata.org/entity/Q579747,,,,
857,uri,http://www.wikidata.org/entity/Q579747,uri,http://www.gtbank.com/,literal,US40124Q2084,literal,131668629,en,literal,Guaranty Trust Bank,en,literal,company,en,literal,Nigeria,,,,,,en,literal,"gt bank, GT Bank, GTBank, gtbank.com",,,uri,http://www.wikidata.org/entity/Q579747,,,,
858,uri,http://www.wikidata.org/entity/Q513457,uri,http://www.ubagroup.com/,,,literal,129924200,en,literal,United Bank for Africa,en,literal,pan-African financial group,en,literal,Nigeria,,,,,,en,literal,"UBA, UBA Group, United Bank for Africa PLC",,,uri,http://www.wikidata.org/entity/Q513457,,,,
859,uri,http://www.wikidata.org/entity/Q70087844,,,,,,,en,literal,"Bank Of Maharashtra Bhusari Colony, Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
860,uri,http://www.wikidata.org/entity/Q70087840,,,,,,,en,literal,"Bank Of Maharashtra Oshiwara, Mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
861,uri,http://www.wikidata.org/entity/Q70087867,,,,,,,en,literal,Bank Of Maharashtra Kuwarbav branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
862,uri,http://www.wikidata.org/entity/Q70087877,,,,,,,en,literal,Bank Of Maharashtra Dahsmeshmnagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
863,uri,http://www.wikidata.org/entity/Q70087900,,,,,,,en,literal,Bank Of Maharashtra City Centre Gwalior branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
864,uri,http://www.wikidata.org/entity/Q70087920,,,,,,,en,literal,"Bank Of Maharashtra Wbhb, Kolkata branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
865,uri,http://www.wikidata.org/entity/Q70087942,,,,,,,en,literal,"Bank Of Maharashtra Rohini, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
866,uri,http://www.wikidata.org/entity/Q70087966,,,,,,,en,literal,"Bank Of Maharashtra Dwarka, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
867,uri,http://www.wikidata.org/entity/Q70087969,,,,,,,en,literal,Bank Of Maharashtra Mohali branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
868,uri,http://www.wikidata.org/entity/Q70087982,,,,,,,en,literal,"Bank Of Maharashtra Pushpanjali Enclave, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
869,uri,http://www.wikidata.org/entity/Q70088015,,,,,,,en,literal,"Bank Of Maharashtra Dayanand Vihar, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
870,uri,http://www.wikidata.org/entity/Q70088013,,,,,,,en,literal,"Bank Of Maharashtra Mayur Vihar, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
871,uri,http://www.wikidata.org/entity/Q70088072,,,,,,,en,literal,Bank Of Maharashtra Bidhan Nagar Kolkata branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
872,uri,http://www.wikidata.org/entity/Q70087765,,,,,,,en,literal,Bank Of Maharashtra Annapurna Indore branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
873,uri,http://www.wikidata.org/entity/Q70087774,,,,,,,en,literal,"Bank Of Maharashtra Janak Puri, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
874,uri,http://www.wikidata.org/entity/Q70087855,,,,,,,en,literal,Bank Of Maharashtra Service Branch Aurangabad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
875,uri,http://www.wikidata.org/entity/Q70087875,,,,,,,en,literal,Bank Of Maharashtra Kolhapur Tararani Vidyapeeth branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
876,uri,http://www.wikidata.org/entity/Q70087873,,,,,,,en,literal,"Bank Of Maharashtra Service Branch, Chennai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
877,uri,http://www.wikidata.org/entity/Q70087881,,,,,,,en,literal,"Bank Of Maharashtra Kannamwar Nagar,vikhroli, Mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
878,uri,http://www.wikidata.org/entity/Q70087893,,,,,,,en,literal,Bank Of Maharashtra Vijayanagar Indore branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
879,uri,http://www.wikidata.org/entity/Q70087940,,,,,,,en,literal,"Bank Of Maharashtra Gomtinagar, Lucknow branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
880,uri,http://www.wikidata.org/entity/Q70087946,,,,,,,en,literal,"Bank Of Maharashtra Paschim Vihar, New Delhi branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
881,uri,http://www.wikidata.org/entity/Q70087950,,,,,,,en,literal,Bank Of Maharashtra Jammu branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
882,uri,http://www.wikidata.org/entity/Q70087954,,,,,,,en,literal,Bank Of Maharashtra Jamshedpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
883,uri,http://www.wikidata.org/entity/Q70087973,,,,,,,en,literal,Bank Of Maharashtra Baprola branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
884,uri,http://www.wikidata.org/entity/Q70087979,,,,,,,en,literal,Bank Of Maharashtra Aliganj Lucknow branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
885,uri,http://www.wikidata.org/entity/Q70087771,,,,,,,en,literal,"Bank Of Maharashtra Thakur Village, Kandivli, Mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
886,uri,http://www.wikidata.org/entity/Q70087781,,,,,,,en,literal,Bank Of Maharashtra T V Centre Hudco Aurangabad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
887,uri,http://www.wikidata.org/entity/Q70087784,,,,,,,en,literal,"Bank Of Maharashtra Porvorim, Panaji, Goa branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
888,uri,http://www.wikidata.org/entity/Q70088002,,,,,,,en,literal,Bank Of Maharashtra Howrah branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
889,uri,http://www.wikidata.org/entity/Q70088042,,,,,,,en,literal,Bank Of Maharashtra Nagarcoil branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
890,uri,http://www.wikidata.org/entity/Q70087879,,,,,,,en,literal,Bank Of Maharashtra Civil Hospital branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
891,uri,http://www.wikidata.org/entity/Q70087905,,,,,,,en,literal,Bank Of Maharashtra Nanded Sarafgalli branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
892,uri,http://www.wikidata.org/entity/Q70087931,,,,,,,en,literal,Bank Of Maharashtra Simla branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
893,uri,http://www.wikidata.org/entity/Q70087959,,,,,,,en,literal,Bank Of Maharashtra Nawanshahr branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
894,uri,http://www.wikidata.org/entity/Q70088044,,,,,,,en,literal,Bank Of Maharashtra Bhatinda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
895,uri,http://www.wikidata.org/entity/Q70087818,,,,,,,en,literal,Bank Of Maharashtra Noida branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
896,uri,http://www.wikidata.org/entity/Q70087851,,,,,,,en,literal,"Bank Of Maharashtra Lullanagar, Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
897,uri,http://www.wikidata.org/entity/Q70087916,,,,,,,en,literal,Bank Of Maharashtra Ajmer branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
898,uri,http://www.wikidata.org/entity/Q70087934,,,,,,,en,literal,Bank Of Maharashtra Watad Khandala branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
899,uri,http://www.wikidata.org/entity/Q70087970,,,,,,,en,literal,Bank Of Maharashtra Siliguri branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
900,uri,http://www.wikidata.org/entity/Q70087988,,,,,,,en,literal,Bank Of Maharashtra Muzaffarpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
901,uri,http://www.wikidata.org/entity/Q70088011,,,,,,,en,literal,Bank Of Maharashtra Rohtak branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
902,uri,http://www.wikidata.org/entity/Q70088031,,,,,,,en,literal,"Bank Of Maharashtra Balbharti, Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
903,uri,http://www.wikidata.org/entity/Q70088026,,,,,,,en,literal,Bank Of Maharashtra Station Road Aurangabad branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
904,uri,http://www.wikidata.org/entity/Q722928,uri,http://www.banknordik.dk/,literal,FO0000000088,,,en,literal,BankNordik,,,,en,literal,Faroe Islands,literal,/g/11dyjlfw4,,,,,,,,,,,literal,4297633763,,
905,uri,http://www.wikidata.org/entity/Q722928,uri,http://www.banknordik.fo/,literal,FO0000000088,,,en,literal,BankNordik,,,,en,literal,Faroe Islands,literal,/g/11dyjlfw4,,,,,,,,,,,literal,4297633763,,
906,uri,http://www.wikidata.org/entity/Q70087821,,,,,,,en,literal,Bank Of Maharashtra Junagadh Branch branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
907,uri,http://www.wikidata.org/entity/Q70087826,,,,,,,en,literal,Bank Of Maharashtra Hissar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
908,uri,http://www.wikidata.org/entity/Q70087830,,,,,,,en,literal,"Bank Of Maharashtra Mylapore, Chennai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
909,uri,http://www.wikidata.org/entity/Q70087847,,,,,,,en,literal,Bank Of Maharashtra Bhayander branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
910,uri,http://www.wikidata.org/entity/Q70088019,,,,,,,en,literal,"Bank Of Maharashtra Saraswati Bhuvan ,aurangabad branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
911,uri,http://www.wikidata.org/entity/Q70088041,,,,,,,en,literal,Bank Of Maharashtra Udipi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
912,uri,http://www.wikidata.org/entity/Q70088056,,,,,,,en,literal,Bank Of Maharashtra Mandigobindgarh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
913,uri,http://www.wikidata.org/entity/Q70088059,,,,,,,en,literal,Bank Of Maharashtra Rajabazar Patna branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
914,uri,http://www.wikidata.org/entity/Q70088077,,,,,,,en,literal,"Bank Of Maharashtra Dayal Bagh,faridabad branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
915,uri,http://www.wikidata.org/entity/Q70087776,,,,,,,en,literal,Bank Of Maharashtra Gurgaon (main ) branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
916,uri,http://www.wikidata.org/entity/Q70087792,,,,,,,en,literal,Bank Of Maharashtra Panchkula branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
917,uri,http://www.wikidata.org/entity/Q70087803,,,,,,,en,literal,"Bank Of Maharashtra Sawarkar Chowk, Aurangabad branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
918,uri,http://www.wikidata.org/entity/Q70087861,,,,,,,en,literal,Bank Of Maharashtra Patiala branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
919,uri,http://www.wikidata.org/entity/Q70087889,,,,,,,en,literal,"Bank Of Maharashtra Kalyaninagar,pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
920,uri,http://www.wikidata.org/entity/Q70087962,,,,,,,en,literal,"Bank Of Maharashtra Malviya Nagar, Jaipur branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
921,uri,http://www.wikidata.org/entity/Q70087977,,,,,,,en,literal,Bank Of Maharashtra Thrissur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
922,uri,http://www.wikidata.org/entity/Q70087994,,,,,,,en,literal,Bank Of Maharashtra Barasat branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
923,uri,http://www.wikidata.org/entity/Q70088050,,,,,,,en,literal,Bank Of Maharashtra Madhav Mahavidyalaya Gwalior branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
924,uri,http://www.wikidata.org/entity/Q70088048,,,,,,,en,literal,"Bank Of Maharashtra Ecil Rd Kapra, Hyderabad branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
925,uri,http://www.wikidata.org/entity/Q70088067,,,,,,,en,literal,Bank Of Maharashtra Goa Housing Board branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
926,uri,http://www.wikidata.org/entity/Q70087779,,,,,,,en,literal,Bank Of Maharashtra Palasia Indore branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
927,uri,http://www.wikidata.org/entity/Q70087786,,,,,,,en,literal,Bank Of Maharashtra Phagwara branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
928,uri,http://www.wikidata.org/entity/Q70087797,,,,,,,en,literal,"Bank Of Maharashtra Nmc, Nagpur branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
929,uri,http://www.wikidata.org/entity/Q70087814,,,,,,,en,literal,Bank Of Maharashtra Akola Shivaji College branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
930,uri,http://www.wikidata.org/entity/Q70087809,,,,,,,en,literal,Bank Of Maharashtra Sivakasi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
931,uri,http://www.wikidata.org/entity/Q70087835,,,,,,,en,literal,"Bank Of Maharashtra Neelangarai, Chennai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
932,uri,http://www.wikidata.org/entity/Q70087871,,,,,,,en,literal,Bank Of Maharashtra T M C Thane branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
933,uri,http://www.wikidata.org/entity/Q70087902,,,,,,,en,literal,Bank Of Maharashtra Thiruvalla branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
934,uri,http://www.wikidata.org/entity/Q70087910,,,,,,,en,literal,Bank Of Maharashtra Cuttack branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
935,uri,http://www.wikidata.org/entity/Q70087937,,,,,,,en,literal,Bank Of Maharashtra Service Branch Solapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
936,uri,http://www.wikidata.org/entity/Q70088006,,,,,,,en,literal,Bank Of Maharashtra Bahadurgarh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
937,uri,http://www.wikidata.org/entity/Q70088004,,,,,,,en,literal,"Bank Of Maharashtra Mahalaxmi, Mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
938,uri,http://www.wikidata.org/entity/Q70088034,,,,,,,en,literal,Bank Of Maharashtra Gorakhpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
